id,term,term_en,explanation
03.056,形状稳性力臂曲线,cross curves of stability,一组对应于一定横倾角的形状稳性力臂和型排水体积的关系曲线。
03.057,自由液面,free surface,"船舶倾斜时,舱框内液体能自由流动的液面。"
03.058,自由液面修正,free surface correction,由于自由液面的影响而对船舶稳性所作的修正。
03.059,进水角,flooding angle,"船舶横向倾斜,当舷外水开始由开口进入船内时的横倾角。"
03.060,极限重心垂向坐标曲线,curve of limiting positions of center of gravity,"在符合稳性规范要求的条件下,以各排水量为横坐标,船舶重心至基线最大距离允许值为纵坐标的关系曲线。"
03.061,不沉性,insubmersibility,又称“抗沉性”。船舶破损浸水后仍保持一定浮态和稳性的能力。
03.062,水密分舱,watertight subdivision,"利用水密舱壁将船分隔为若干水密舱室,以满足船舶不沉性的要求。"
03.063,容积渗透率,volume permeability,"船舶破损后,舱室在限界线下被水漫占的容积与其总容积的比率。"
03.064,面积渗透率,surface pertneability,"船舶破损后,舱室实际浸水的水表面面积与该表面处的总面积的比率。"
03.065,业务衡准数,criterion of service numeral,按规范表示客船营运特征的数值。
03.066,分舱因数,factor of subdivision,"由船长和船舶的业务衡准数决定的,用以确定许可舱长的因数。"
03.067,可浸长度,floodable length,"船上某点的可浸长度是指沿船长方向上,以该点为中心的舱在规定的分舱载重线和渗透率情况下破损进水后,船不致淹过限界线的最大允许舱长。"
03.068,许可舱长,permissible length,船舶各处主水密舱舱长中点处的可浸长度和分舱因数的乘积。
03.069,破舱水线,flood waterline,船舶破损没水后的水线。
03.070,损失水线面面积,lost waterplane area,船破损浸水后水线面浸水部分的面积。
03.071,分舱吃水,subdivision draft,在决定船舶分舱时所用的吃水。
03.072,分舱载重线,subdivision loadline,在决定船舶分舱时所用的水线。
03.073,最深分舱载重线,deepest subdivision loadline,相应于分舱要求所允许的最大吃水的水线。
03.074,限界线,76mm,"处,并平行于甲板边线的-根限制线。"
03.075,对称浸水,symmetrical flooding,船破损后假定船内左右两舷对称位置上等塘的浸水。
03.076,不对称漫水,unsymnetrical flooding,船内左右两侧不对称的浸水。
03.077,扶正注水,counter flooding,有选择地向舱柜注水以减少由于不对称浸水而造成船舶过大倾斜的措施。
03.078,船舶快速性,ship resistance and performance,表征船舶在规定的主机功率情况下于静水中达到一定航速的能力。
03.079,船舶阻力,ship resistance,"船舶运动过程中,流体作用于船体上、阻止其运动的力。"
03.080,湿面积,wetted surface,浸没在水中的船体表面面积。
03.081,滑行艇底面积,planing bottom area,滑行艇在静水中滑行底部(包括防溅条)的水平投影面积。
03.082,滑行航态湿面积,wetted area underway of planning hull,滑行艇在滑行航态时由底部的随边.折角线和喷溅根线所围的浸水面积。
03.083,航速,ship speed,船舶在静水中单位时间内对地直线航行的距离。
03.084,拖曳航速,towing speed,船舶被拖曳或船舶拖曳他船(物)时的航速。
03.085,自由航速,free running speed,船舶不拖曳他船(物)时的航速。
03.086,设计航速,design speed,船舶设计时要求达到的航速。
03.087,服务航速,service speed,运输船舶在一定海况及主机营运工况下经常使用的航速。
03.088,试航速度,trial speed,船舶在规定的试航条件下所澜定的航速。
03.089,总阻力,total resistance,船舶在静水直线匀速航行时受到摩擦阻力、兴波阻力.黏压阻力等各种水阻力之总和。
03.090,摩擦阻力,frictional resistance,流体流经物体时由流体切应力的合力所形成的阻力。
03.091,黏性阻力,viscous resistance,"流体流经物体时,由于黏性作用所形成的阻力。"
03.092,压阻力,pressure resistance,流体流经物体时由流体法向力的合力所形成的阻力。
03.093,黏压阻力,viscous pressure resistance,"流体流经物体时,由于黏性所引起的压力差而形成的阻力。"
03.094,兴波阻力,wave making resistance,"船舶航行时兴起的重力波使船体周围的压力分布发生改变所形成的阻力,或船舶航行时兴起重力波所消耗的能量形成的阻力。"
03.095,波型阻力,wave pattern resistance,用测量波型的方法所求得的部分兴波阻力。
03.096,空气阻力,air resistance,船舶水上部分由于与空气相对运动所形成的阻力。
03.097,附体阻力,appendage resistance,船的附体所引起的相对于裸船体阻力的增值。
03.098,尾流阻力,resistance of trailing strearn,用测量尾流中动量损失的方法所求得的阻力。
03.099,飞溅阻力,spray resistance,"高速船航行时,由于产生飞溅所消耗的能量而形成的阻力。"
03.100,汹涛阻力,rough-sea resistance,船舶航行于风浪中较在静水中所增加的阻力。
03.101,浅水阻力,shallow water resistance,船在浅水区航行所受到的水阻力。
03.102,浅水效应,shallow wafer effect,"在浅水中,由于船与水的相对速度增大以及船型渡变为浅水波等影响,使航行状态和受力状况改变的作用。"
03.103,限制航道阻力,restricted water resistance,"船在限制航道区域航行时,由于航道限止所受到的水阻力。"
03.104,粗糙度阻力,roughness resistance,由于船体表面凹凸不平而增加的黏性阻力与水力光滑表面的黏性阻力之差。
03.105,江面坡度阻力,drag due to surface slope,船在具有坡度的江面逆水航行时其重力沿江面的分力。
03.106,江面坡度推力,push due to surface slope,船在具有坡度的江.面顺水航行时其重力沿江面的分力。
03.107,阻力系数,resistance coefficient,用阻力与动压强和湿面积乘积的比值表示阻力特征的无量纲系数。
03.108,形状系数,form coefficient,船体黏压阻力系数与相当于平板的摩擦阻力系数的比值。
03.109,续航力,endurance,"船舶一次装足燃油、滑油和淡水等,按规定的装载和海况条件,以规定航速航行所能达到的最大矩离。"
03.110,海军系数,Admiralty coefficient,用以估算船舶主机功率或比较类似船舶快速性的系数。
03.111,污底,fouling,船体浸水表面由于附生藻类、贝类等生物，使粗糙度增加的现象。
03.112,自航因子,self-propulsion factor,在自航试验状态下船模与螺旋桨之间相互影响的参数。
03.113,推力减额,thrust deduction,在一定航速下.船后螺旋桨发出的推力( T)与船被拖曳时的总阻力(R)之差额。
03.114,推力减额分数,thrust deduction fraction,推力减额(△T)与螺旋桨推力(T)的比值。
03.115,推力减额因数,(Rr,)与螺旋桨推力(T)的比值。
03.116,伴流,wake,"船舶航行时,其附近的水受船体影响而产生的伴随在船体周围流动的水流。"
03.117,标称伴流,nominal wake,在船尾桨面处未受螺旋桨影响的轴向伴流。
03.118,实效伴流,effective wake,根据船模自航试验和螺旋桨敞水试验的结果在同转速、等推力(或转距)情况下求出船模航速与螺旋桨进速之差所确定的伴流。
03.119,伴流分数,( u,)的比值。
03.120,伴流因数,( u,)的比值。
03.121,有效推力,effective thrust,"螺旋桨发出的推力(丁)与推力减额(△T)之差,即相当于用于克服船的总阻力的那部分推力。"
03.122,推力功率,thrust power,螺旋桨推力发出的推动船舶航行的功率。
03.123,有效功率,effective power,船在静水中直线匀速航行时克服水阻力所需的功率。
03.124,收到功率,delivered power,螺旋桨收到从主机发出并经轴系传来的功率。
03.125,推进系数,(Pn,)的比值。
03.126,推进效率,(Pz,")与收到功率( P,)的比值。"
03.127,船后推进器效率,propulsive efficiency behind ship,推进器在船后工作时的推力功率(P+)与收到功率(P。)的比值。
03.128,船身效率,(Pr,)的比值。
03.129,相对旋转效率,(a,)与其敞水效率()的比值。
03.130,船舶推进,ship propulsion,研究推进器驱船前进的作用原理及其水动力性能和船体与推进器问的相互影响以及推进器空泡所引起的一系列问题，提供设计性能优良的推进器的一门学科。
03.131,推进器,propeller，propulsor,由各种动力源驱动的推船前进的各种机构的总称。
03.132,螺旋桨,screw propeller,"两个或多个叶片与毂相连,其叶面为螺旋面或近似螺旋面的船用推进器。"
03.133,右旋,right-hand turning,"自船尾问膳看,螺旋桨推船前进时为顺时针的旋向。"
03.134,左旋,left-hand turning,自船尾向航看，螺旋桨推船前进时为逆时针的旋向。
03.135,内旋,inward turning,"多桨船前进时,边螺旋柴上部向船中线面的旋向。"
03.136,外旋,outward turning,"多桨船前进时,边螺旋桨下部向船中线面的旋向。"
03.137,螺旋奖直径,diameter of propeller,"螺旋桨旋转时,其叶梢轨迹圆的直径。"
03.138,螺旋桨盘,propeller disc,"在螺旋浆平面内,以螺旋浆中点为圆心,以螺旋桨半径为半径的圆面。"
03.139,螺旋桨盘面积,propeller disc area,螺旋桨盘的面积。
03.140,螺旋桨基准线,propeller reference line,"在视图和侧视图上垂直于螺旋桨轴线的直线,作为螺旋桨制图时的垂向基准线。"
03.141,螺旋桨中点,center of propeller,螺旋桨基准线与螺旋桨轴线之交点。
03.142,螺旋桨平面,propeller plan,通过螺旋桨中点且垂直于轴线的平面。
03.143,桨毂,hub，boss,安置螺旋桨叶并将其套接于航轴端的螺旋桨筒状部分。
03.144,毂径,hub diameter ratio,毂径与螺旋桨直径之比值。
03.146,毂长,hub length,在螺旋桨轴线方向上毂的长度。
03.147,桨叶,blade,呈辐射状安置于毂上的叶状部分。
03.148,最大叶宽,maxinum width of blade,螺旋案叶展开或伸张轮廓的最大宽度。
03.149,最大叶宽比,maximum blade width ratio,最大叶宽与螺旋桨直径之比值。
03.150,平均叶宽,mean blade width,螺旋桨叶的展开或伸张面积除以螺旋桨叶长度之商。
03.151,平均叶宽比,mean blade width ratio,平均叶宽与螺旋桨直径之比值。
03.152,叶面,face of blade,"船前进时,螺旋桨叶朝向船后方的一面。亦即产生压力的一面。"
03.153,叶背,back of blade,"船前进时,螺旋桨叶朝向船前方的一面。亦即产生吸力的一面。"
03.154,母线,generating line,"螺旋面与由螺旋桨轴线及螺旋桨基准线所确定的平面之交线。在正视图上与螺旋桨基准线相重合,在侧视图上有时与叶面参考线重合。"
03.155,叶面参考线,blade reference line,"在螺旋桨图上据以确定各半径处导边和随边位置的线。有时与母线重合,亦可以各叶切面的弦长中点或最大厚度处或其他适宜的点的连线作为叶面参考线。"
03.156,面节线,face pitch line,表示螺旋桨某一半径处叶切面方向的直线，即将该处螺旋线伸开的直线。对机翼型切面系指平行于头尾线与叶面相切的直线;对月牙型切面则为连接切面导边与随边之直线。
03.157,螺距,pitch,"一定半径处母线上一点绕轴线一周,沿轴向前进的距离。若螺旋桨叶面为等螺旋面者，此距即为螺旋浆的螺距。"
03.158,面螺距,face pitch,"叶切面展开后其面部为直线或大部为直线时,其面部螺旋线的螺距。"
03.159,等螺距,constant pitch,螺旋桨叶面的螺距在不同半径处皆相等时称为等螺距。
03.160,变螺距,variable pitch,螺旋桨叶面的螺距在所有半径处均不相同时称为变螺距。
03.161,螺距比,pitch ratio,螺旋桨的螺距与直径之比值。
03.162,螺距角,pitch angle,螺旋桨叶于一定半径处的面节线与垂直于轴线之平面间的夹角。
03.163,叶根,blade root,螺旋桨叶与毂相连的部分。
03.164,根厚,root thickness,螺旋桨叶根处略去填角后的切面最大厚度。
03.165,轴线上叶厚,blade thickness on axial line,螺旋桨叶切面的最大厚度沿半径的分布线延长至轴线上所得到的假想厚度。
03.166,叶厚比,blade thickness ratio,轴线上叶厚与螺旋桨直径之比值。
03.167,叶梢,blade tip,螺旋桨叶距轴线最远处。
03.168,叶端,blade end,大侧斜螺旋桨叶轮廓之尖端。
03.169,梢厚,blade tip thickness,"叶梢的最大厚度。在叶梢部叶背削薄者,则取假定叶背未被削薄的厚度。"
03.170,梢隙,blade tip clearance,"螺旋桨旋转时,叶梢与船体间的最小距离。对导管推进器,则指叶梢与导管内壁间的最小间隙。"
03.171,导边,leading edge,推船前进时螺旋桨叶的前缘。
03.172,随边,trailing edge,推船前进时螺旋桨叶的后缘。
03.173,纵斜,rake,"在叶梢处母线与螺旋桨平面间的距离,以向后为正。"
03.174,螺旋桨纵倾角,rake angle of propeller,"在螺旋桨侧视图上,母线与螺旋桨基准线间的夹角,以向后为正。"
03.175,侧斜,skew back,在螺旋桨正视图上母线至叶面参考线间的距离。
03.176,侧斜角,skew angle,"在螺旋桨平面内,任一半径处的叶面参考线转到母线位置的角位移。通常以叶梢处的角位移作为螺旋桨的侧斜角。"
03.177,投影轮廓,projected outline,螺旋桨叶边缘在垂直于桨轴线平面上的投影。
03.178,展开轮廓,developed outline,将螺旋桨叶面近似地展开于垂直于轴线平面上的投影。
03.179,伸张轮廓,expended outline,"在螺旋桨正视图上,将叶切面在母线两侧部分的弦长分别置于相应半径的水平线上,连接各弦长端点所构成的轮廓。"
03.180,叶侧投影,side projection of blade,螺旋来边缘在侧视图上的投影。
03.181,叶侧投影限界,limit of side projection of blade,"螺旋桨旋转时,在侧视图上各半径处叶切面的边缘在相应半径之水平线上投影点之包络线。"
03.182,投影面积,projected area,螺旋桨各叶投影轮廓内的面积之和。
03.183,展开面积,developed area,螺旋桨各叶展开轮廓内的面积之和。
03.184,伸张面积,expended area,螺旋桨各叶伸张轮廓内的面积之和。
03.185,投影面积比,projected area ratio,投影面积与盘面积之比值。
03.186,展开面积比,developed area ratio,展开面积与盘面积之比值。
03.187,伸张面积比,expended area ratio,伸张面积与盘面积之比值。
03.188,叶面比,blade area ratio,展开面积比或伸张面积之比的统称。
03.189,叶切面,blade section,螺旋桨与同轴圆柱面的交切面展开后的切面。
03.190,导边半径,radius of leading edge,叶切面导边端点的曲率半径。
03.191,随边半径,radius of trailing edge,叶切面随边端点的曲率半径。
03.192,翘度,"set-back,wash-back",叶切面的导边或随边与面节线的距离。
03.193,毂帽,propeler cap,"装于螺旋桨毂后,用以掩护舰轴螺母并使水流光顺的护罩。"
03.194,抗谐鸣边,anti-singing edge,具有适当形状，能消除螺旋桨谐鸣的部分随边。
03.195,叶元体,blade element,"假定的组成螺旋桨的共轴弧形薄片,将其展平后其轮廓即为所在半径处的叶切面形状。"
03.196,进速,speed of advance,螺旋桨相对水沿轴向前进的速度。
03.197,进角,advance angle,叶元体相对于未受扰动水流的运动方向与其沿圆周方向的夹角。
03.198,螺旋桨推力,thrust of propeller,螺旋桨运转时产生的轴向力。
03.199,螺旋桨转矩,torque of propeller,螺旋桨运转时所收到的或为克服水阻力所需的转矩。
03.200,螺旋桨尾流,propeiler race，slipstream,螺旋桨后流出的受扰动的加速水流。
03.201,进速系数,advance coefficient,螺旋桨每转进程与其直径之比值。
03.202,表观进速系数,apparent advance coefficient,用船速定义的进速系数。
03.203,进速比,advance ratio,螺旋桨进速与叶梢线速度之比值。
03.204,滑脱,slip,螺旋桨每转进程小于其螺距的现象。以螺距与每转进程之差值来量度。滑脱与螺距的比值称滑脱比。
03.205,推力系数,thrust coefficient,表示螺旋桨推力的无量纲系数。
03.206,转矩系数,torque coefficient,表示螺旋桨转矩的无量纲系数。
03.207,船舶拖曳力,towing force of ship,一船拖带其他船或水上建筑物航行时的拉力。
03.208,系桩拉力,bollard pull,"船系缆于岸桩上,当螺旋桨运转时系缆上的拉力。"
03.209,螺旋桨敞水效率,open water propeller efficiency,单独螺旋桨在均匀来流的敞水中运转时发出的推力功率与收到功率之比值。
03.210,蝶旋桨特征曲线,characteristic curves of propeller,"以螺旋桨的进速系数为横坐标,推力系数、转矩系数和螺旋桨敞水效率为纵坐标的一组性能特征曲线。"
03.211,根涡,root vortex,自螺旋桨叶根处泄出的尾涡。
03.212,梢涡,tip vortex,自螺旋桨叶梢处泄出的尾涡。
03.213,螺旋桨设计图谐,propeller design charts,根据定序螺旋桨系列模型试验数据或用理论计算结果所绘制的供螺旋桨设计用的曲线图。
03.214,直径系数,(n,)、直径(D)与进速(-VA)关系的系数。
03.215,收到功率系数,(n,")、收到功率( P,)与进速( V.)间的关系的系数。"
03.216,推力功率系数,(Vx,)关系的系数。
03.217,功率载荷系数,power loading coefficient,用螺旋桨收到功率表示其载荷的无量纲系数。
03.218,推力载荷系数,thrust loading coefficient,用螺旋桨推力表示其载荷的无量纲系数。
03.219,最佳转速,optirnum revolution,在一定设计条件下效率最高的螺旋桨转速。
03.220,最佳直径,optimum diameter,在一定设计条件下效率最高的螺旋桨直径。
03.221,浸深,immersion,螺旋桨中点浸沉于静水面以下的深度。
03.222,漫深比,imrmersion ratio,螺旋桨漫深与直径之比值。
03.223,可控螺距螺旋桨,controllable-pitch propeller,"船舶航行时,通过毂内机构转动螺旋桨叶,以调节螺距来适应各种工况的螺旋桨。"
03.224,对转螺旋桨,contrarotating propellers,在同轴线的内外两轴上装设的旋向相反的一对螺旋桨。
03.225,导管推进器,"ducted propeller,shrouded propeller",在螺旋桨外围有控制水流的喷管形外罩所组成的推进器。
03.226,全回转推进器,(Z-propeller,)”。可绕垂直轴作360°回转的螺旋桨或导管推进器。
03.227,串列螺旋桨,tandem propeller,在同一轴上装有前后两个或多个旋向相同的螺旋桨。
03.228,重叠螺旋浆,overlap propeller,前后交错布置，而螺旋桨盘在投影上部分重叠的两个螺旋桨。
03.229,适伴流螺旋奖,wake-adapted propeller,"按螺旋桨各半径处的轴向伴流的周向平均值分别选择该半径处的螺距,从而获得船与螺旋桨系统能量损失最小的螺旋桨。"
03.230,反应推进器,contra propeller，reaction propeller,"固定在螺旋桨后,吸收其尾流中旋转动能的增加推力的推进器。"
03.231,喷水推进器,waterjet propulsor,"推进机构位于船内,利用喷射流体所产生的反作用力推动船舶前进的推进器。"
03.232,平旋推进器,"cycloidal propeller,voitb-Schneider propeller","在旋转圆盘下装有若干可转动的直叶伸入水中,并能产生任何方向推力的推进器。"
03.233,空化螺旋浆,cavitating propeller,设计在螺旋桨部分叶背为空泡所笼罩的条件下正常工作的螺旋桨。
03.234,超空化螺旋桨,super-cavitatingpropeller，full-cavitating propeller,"螺旋桨叶背为充分发展的空泡所笼罩,空泡区至少伸展至随边并能在很低空泡数下有效运转的螺旋桨。"
03.235,空气螺旋浆,air screw,在空气中工作的螺旋桨。
03.236,明轮,paddle wheel,"大部分露出水面,在圆轮四周装有多个璞板鼓水的轮式推进器。"
03.237,侧推器,thruster,"在船的首部或尾部横贯船体的圆简内置有螺旋桨产生侧向推力,用于在零速或低速下操纵船舶的装置。"
03.238,空化,cavitation,在一定的环境温度下，由于压力下降而使液体形成气相的过程。
03.239,背空化,back cavitation,在螺旋桨叶背或水翼的上表面上产生的空化。
03.240,云状空化,cloud cavitation,产生微小而不稳定的蒸汽泡群的空化。
03.241,叶面空化,face cavitation,在螺旋桨叶面或水翼下表面产生的空化。
03.242,泡沫空化,foam cavitation，burbling cavitation,形成瞬变的泡沫状稍大的蒸汽泡群的空化。
03.243,桨毂空化,hub cavitation,近桨毂中心的低压处形成的空化。
03.244,片状空化,sheet cavitation，laminar cavitation,光滑而厚度较薄的定常或准定常空化。
03.245,无空化,non-cavitating，sub-cavita-tion,不存在空化的状态或不影响流动特性的空化状态。
03.246,超空化,supercavitation,充分发展的附着空泡，其长度超过物体边缘的空化。
03.247,叶梢空化,tip cavitation,在螺旋桨叶梢或水翼的翼端附近产生的表面空化。
03.248,梢涡空化,tip vortex cavitation,在螺旋桨叶的梢涡或水翼的翼端涡低压中心处产生的空化。
03.249,尾涡空化,trailing vortex cavitation,在螺旋桨或水翼尾涡低压中心处产生的持久空化。
03.250,叶根空化,root cavitation,螺旋桨叶根处产生的空化。
03.251,空化斗,cavitation bucket,"以翼型切面的空化数为横坐标，攻角为纵坐标,用厚度比为参数分别绘出吸力面及压力面产生空化的一组斗状临界线。"
03.252,空化衡准,cavitation criteria,判别空化起始、发展程序及其大致后果的一 般准则。
03.253,空化数,cavitation number,"环境绝对压力与饱和蒸汽压力之差与动压头之比值,是表征液–气相系统的一特征量。"
03.254,临界空化数,critical cavitation num-ber,空化起始的空化数。
03.255,空泡,cavity,空化区域的气相部分。
03.256,空泡长度,cavity length,自空泡前缘至末端沿流动方向的长度。
03.257,空泡厚度,cavity thickness,充分发展空泡在垂直于叶切面空泡长度方向的最人厚度。
03.258,空泡压力,cavity pressure,空泡内部的实际压力。
03.259,不稳定空泡,non-stationary cavily,尺度随时间而变化的空泡。
03.260,局部空泡,partial cavity,出现于物体局部位置上的准定常空泡。
03.261,脉动空泡,pulsating cavity,空泡体积变化频率与液–气相系统固有频率相同时的空泡。
03.262,定常空泡,steady cavity,空泡的形状在时均意义上是稳定的空泡。
03.263,不定常空泡,unsteady cavity,交替发生伸展和溃灭的附着空泡。
03.264,空蚀,cavitation erosion,由于空泡溃灭时产生的高压导致材料变形和剥落的过程。
03.265,船舶操纵性,ship maneuverability,船舶按照驾驶者的指令.保持或改变航向、船速和位置的性能。
03.266,横移,sidleslip,船舶由于自身作用(如转舵}引起的位移在垂直于其中纵剖面方向上的水平分址。
03.267,横漂,drift,船由于自身以外的扰动作用(如风、浪、流等）所引起的位移在垂直于其中纵剖面方向的水平分址。
03.268,螺旋桨转箱效应,propeller effect on course changing,"由于螺旋桨旋转引起左右不对称力,使船首向方偏转的现象。"
03.269,开环操纵性,open loop maneuver-ability,船舶操纵运动中不包括人或自动驾驶仪等反馈环节在内的操纵性。
03.270,闭环操纵性,close loop maneuver-ability,船舶操纵运动中包括人或自动驾驶仪等反馈环节在内的操纵性。
03.271,静稳定性,static stability,"物体受外界小扰动作用偏离其平衡状态，当该扰动作用消失瞬间,物体能趋向原平衡状态的性能。"
03.272,动稳定性,dynamic stability,"运动物体受外界小扰动作用而偏离其稳定运动状态,当这-扰动作用消失后能回复到原先稳定运动状态附近规定范闱内的性能。"
03.273,渐近稳定性,asymptotical stability,"物体受外界小扰动作用而偏离其稳定运动状态,当这一扰动作用消失后不加任何控制作用能回复到原先稳定运动的性能。"
03.274,水动力分量,hydrodynamic force components,作用在船舶上的水动力在各坐标轴上的投影。
03.275,水动力导数,hydrodynamnic force derivatives,作用在船上的水动力(或力矩)对其运动参数在初始平衡点进行泰勒级数展开中的偏导数。
03.276,孟克力矩,Munk monent,三维物体在理想流体中以一定攻角(或漂移)作定常直线运动在前半体与后半体上产生的两个大小相等、方向相反的力组成的力偶。
03.277,直线稳定性,straight line stability,"船舶受风、浪、流等外界小扰动作用而偏离其定常直线运动,当这种扰动作用消失后不加任何控制作用,最终仍能保持直线运动(不管方向、位置有无改变)的性能。"
03.278,方向稳定性,directional stability,"船舶受风、浪、流等外界小扰动作用面偏离其定常直线运动的方向,当这种扰动作用消失后不加任何控制作用最终仍能回复到其初始定常直线运动方向(不管位置有无改变)的性能。"
03.279,位置稳定性,positional stability,"船粕受风.浪、流等外界小扰动作用而偏离其定常直线运动的航线,当这种扰动作用消失后不加任何控制作用最终能回复到初始定常直线运动航线上的性能。"
03.280,航向保持性,course keeping quality,"在舵手或自动驾驶仪的操纵下,使船舶保持在一规定的直线航向上航行的性能。"
03.281,转箔性,course changing quality,航向角对舵或其他操纵器作用的响应性能。
03.282,回转性,turning quality,船舶在舵(或其他操纵器）的作用下作回转运动的性能。
03.283,倒航操纵性,astern maneuverability,船舶后退时的操纵性能。
03.284,应急操纵性,crash maneuverability,船舶在出现紧急情况下，采用各种措施操纵船时的操纵性能。
03.285,操纵性衡准,criteria of tnaneuver-ability,衡量船舶操纵性优劣的标准。
03.286,可操纵域,maneuverable range,"估计风力对船舶操纵影响的一个绝对风速范围。在此范围中的任一风速下,船舶可籍舵(或其他操纵器)沿任意方向作直线航行或向左、向右转向。"
03.287,人试航速,approach speed on testing,"在任一操纵试验开始时,船舶稳定地沿直线航行时的航速。"
03.288,转舵阶段,maneuvering period,"回转试验中,自开始转舵瞬时起到转舵结束瞬时止的这一段时间。"
03.289,过渡阶段,transition period,回转试验中，自转舵结束瞬时起到船舶开始作稳定问转运动瞬时止的这一段时间。
03.290,稳定回转阶段,steady turning peri-od,"回转试验中,船舶开始作稳定回转运动瞬时起到回转试验结枣的这一段时间。"
03.291,回转迹线,turning path,"回转试验时,船舶重心的运动轨迹。"
03.292,回转周期,turning period,"回转试验中,船舶从初始直航开始转舵瞬时到糍向改变360*所经历的时间。"
03.293,纵距,advance,"回转试验中,自开始转舵瞬时的船舶重心位置至始向改变90*瞬时的重心位置沿初始直航向址取的距离。"
03.294,横距,transfer,"回转试验中,自开始转舵瞬时的船舶重心位置到版向改变90*瞬时的重心位傥沿垂直于初始直航向并向转舵一侧量取的距离。"
03.295,反向横距,kick,"在回转试验的转舵、过渡阶段中,船舶重心离开初始直航向向转舵相反一侧,沿垂直于初始直航向量取的最大距离。"
03.296,战术直径,tacticai diarneter,"回转试验中,风向改变180°时其重心与初始直航向间的垂直距离。"
03.297,回转直径,steady turning diameter,回转试验中，船舶进入稳定回转阶段后的回转圆直径。
03.298,回转中心,center of turning circle,"回转试验中,船舶进入稳定回转阶段后的回转圆圆心。"
03.299,枢心,pivoting point,"回转试验中,船舶纵轴上.横向速度等于零的这一点。"
03.300,回转速降,speed drop on turning,船舶因回转阻力增加而使航速较入试航速降低的现象。
03.301,回转横倾角,heel an turning,回转运动时，船舶绕过其重心的纵轴的转角。
03.302,回转突倾,snap heel on turning,"在回转过渡阶段，船舶由内倾变为外倾,或由外倾变为内倾,时间短暂而横倾角特别大的现象。"
03.303,韧转期,initial turning time,Z形试验中从试验开始的第一次操舵瞬时到第一次反向操舵瞬时之间的这一段时间。
03.304,转潢滞后,course change lag,"Z形试验中,舵回复到零舵角瞬时至船达到最大转慝角瞬时之间的时间。"
03.305,超越角,j,角之差。
03.306,纠偏期,time to check yaw,"Z形试验中,从换操反舵瞬时到达最大转膳角瞬时之间的时间间隔。"
03.307,复向期,j,后返回原膳向瞬时之间的时间间隔。
03.308,形操纵周期,j,完成-一个循环所经过的时问间隔。
03.309,操纵性特征曲线,maneuvering characteristics curve,"以舵角为横坐标,船舶稳定回转角速度为纵坐标所标绘成的关系曲线。"
03.310,不稳定环,“bysteresis”ioop,"不具有直线稳定性的船的操纵特性曲线,在其原点附近出现形似磁滞回线的封闭曲线。"
03.311,转船力矩,moment of turning ship,舵、螺旋桨或其他操纵器产生的水动力对船重心的力矩。
03.312,水下侧面积,lateral underwater area,船舶水下部分(重复的面积只计入一次)在中纵剖面上的投影面积。
03.313,舵空化,rudder cavitation,"高速船舶在操舵后,舵的吸力面上产生的空化。"
03.314,耐波性,seakeeping qualities,船舶在风浪中的运动性能以及为船上的人员与各种系统、装备提供良好的船体运动环境条件的能力。
03.315,适航性,seaworthiness,保证船舶安全航行的能力。
03.316,酎波性衡准,criteria of seakeeping qualities,量船舶耐波性优劣的标准。
03.317,船舶摇荡,. ship oscillation,船舶在风、浪等外力作用下所产生的各种周期性运动的总称。
03.318,纵摇,pitching,船舶对通过其重心的横轴的周期性摇动。
03.319,横摇,rolling,船舶对通过其重心的纵轴的周期性摇动。
03.320,腊摇,yawing,船舶对通过其重心的垂向轴的周期性摇动。
03.321,垂荡,heaving,船舶重心沿其垂向轴的往复运动。
03.322,纵荡,surging,船舶重心沿其纵轴的往复运动。
03.323,横荡,swaying,船舶重心沿其横轴的往复运动。
03.324,谐摇,resonance,在外力作用的颊率等于船舶固有频率时船舶所作的摇荡。
03.325,耦合运动,coupling motion,船舶有几种摇荡同时存在并互相影响时的运动。
03.326,附加质量,added mass,"作用在物体上,与加速度相位相同的单位加速度的水动力。其实际效应相当于物体的质量附加了另一个质盘。"
03.327,横摇阻尼,rolling darmping,"船舶横摇时,由于船体与水之间存在相对速度,使能量耗散,且减小摇幅的阻尼。"
03.328,摩擦阻尼,frictional damping,"物体摇荡时,其表面与流体摩擦而产生的阻.尼。"
03.329,旋涡阻尼,eddy making damping,"船舶摇荡时,在船体弯曲或突出部分形成旋涡,导致能量耗散而产生的阻尼。"
03.330,兴波阻尼,wave making danping,船舶摇荡时，因兴波耗散能址所产生的阻尼。
03.331,批龙骨阻尼,bilge keel damping,由于纰龙骨存在而产生的阻尼。
03.332,升力阻尼,lift effect damping,航行船舶摇荡时，由于升力而产生的阻尼。
03.333,扰动力,exciting force,风、浪、水流作用在物体上的交变外力。耐波性研究中主要指产生船舶摇荡的波浪作用力。
03.334,辐射力,radiation force,理想流体中物体在静水中运动时受到的水动力。
03.335,衍射力,diffraction force,因船体等水下物体的存在，波浪产生衍射而产生的水动力。
03.336,动水位升高,dynamic swell-up,由于船舶摇荡而引起的舷侧水位高度的变化。
03.337,有效干舷,effective freeboard,船舶在静水中航行时的实际干舷。
03.338,甲板淹湿,deck wetness,波面超过并涌向甲板的现象。
03.339,淹湿性,wetness,在风浪中船舶甲板淹湿与飞溅的程度。
03.340,飞溅,spray,船舶在风浪中或高速航行时产生的水喷溅。
